G1,G2,G3,G4,G5,V_GMPP,P_Max
800,800,800,500,200,108.299295054498,413.732101244091
900,800,800,500,200,109.244427012332,423.30257769825
1000,800,800,500,200,109.993236308991,427.401406888309
900,900,800,500,200,110.310898810753,435.24173758744
1000,900,800,500,200,111.113014958805,440.089007412775
1000,1000,800,500,200,112.451738320886,444.663080230365
900,900,900,500,200,108.323660271691,465.779655400455
1000,900,900,500,200,109.256954661145,475.790257448496
1000,1000,900,500,200,110.264395536558,488.278013336231
1000,1000,1000,500,200,108.307419396805,517.579589673774
600,600,600,600,200,144.865120481741,415.928118037193
700,600,600,600,200,146.110634303304,424.211921935925
800,600,600,600,200,147.036016701863,427.389937808232
900,600,600,600,200,147.825386741059,429.391441663578
1000,600,600,600,200,148.18764861844,430.814951243475
700,700,600,600,200,147.774740069501,433.792770839313
800,700,600,600,200,148.584680650022,437.161447217274
900,700,600,600,200,149.142361565704,439.25138463489
1000,700,600,600,200,149.679466709307,440.700805718699
800,800,600,600,200,149.629397298676,440.533676520598
900,800,600,600,200,150.235750643967,442.601869419245
1000,800,600,600,200,150.635684274644,444.089301619885
900,900,600,600,200,150.968327612526,444.676601326403
1000,900,600,600,200,151.404183949962,446.165507016866
1000,1000,600,600,200,151.481724473246,447.66396577044
700,700,700,600,200,149.519847336452,446.136845233628
800,700,700,600,200,150.637449253085,449.256318836889
900,700,700,600,200,151.994958020994,451.563451153071
1000,700,700,600,200,148.556037856946,471.969635301088
800,800,700,600,200,151.89185826157,452.892038281333
900,800,700,600,200,152.46682478849,455.016164833009
1000,800,700,600,200,154.198620974289,457.667011408936
900,900,700,600,200,153.135542363489,457.189900705722
1000,900,700,600,200,153.821988642458,458.850532953198
1000,1000,700,600,200,154.02969978834,460.556932627102
800,800,800,600,200,151.960771031541,457.688189105761
900,800,800,600,200,153.597922559298,458.638801333607
1000,800,800,600,200,153.972222385148,460.97022302621
900,900,800,600,200,154.411642692408,463.805117555851
1000,900,800,600,200,154.824917582328,462.389518430362
1000,1000,800,600,200,154.92166148471,469.599029403694
900,900,900,600,200,108.278806772562,465.782178636101
1000,900,900,600,200,108.873697946394,475.793680086629
1000,1000,900,600,200,110.194979901245,488.280500210703
1000,1000,1000,600,200,108.457948450722,517.579805265884
700,700,700,700,200,145.317672216761,486.451495707756
800,700,700,700,200,146.326357922981,495.334007574065
900,700,700,700,200,147.227059433958,498.951957628598
1000,700,700,700,200,147.745392488544,501.235969425708
800,800,700,700,200,147.6014136475,505.614348973317
900,800,700,700,200,148.72023263545,509.464759152632
1000,800,700,700,200,149.300328296622,511.826914177957
900,900,700,700,200,149.791040915909,513.323668587617
1000,900,700,700,200,150.135571133732,515.724511483337
1000,1000,700,700,200,150.768985304749,518.121146355988
800,800,800,700,200,149.172814054324,518.433927015598
900,800,800,700,200,149.902522411571,522.809259312619
1000,800,800,700,200,151.196904070737,525.024328871632
900,900,800,700,200,151.416323496343,526.475749088067
1000,900,800,700,200,152.080208272177,529.174206918933
1000,1000,800,700,200,152.412992309507,531.851148146421
900,900,900,700,200,152.655807199156,530.877320231042
1000,900,900,700,200,153.14569485492,533.75391089241
1000,1000,900,700,200,153.442575512866,545.838911188887
1000,1000,1000,700,200,154.577559907256,538.368979591752
800,800,800,800,200,145.512498967234,556.760301652402
900,800,800,800,200,146.603344846679,566.154601752413
1000,800,800,800,200,147.335154751105,570.188403380728
900,900,800,800,200,147.705006341398,577.036506650093
1000,900,800,800,200,148.458057367529,581.329720684308
1000,1000,800,800,200,139.276874479382,594.335903739979
900,900,900,800,200,149.154159763729,590.521787230307
1000,900,900,800,200,150.093441305804,595.187085099819
1000,1000,900,800,200,151.144218785847,599.87337283459
1000,1000,1000,800,200,152.119804639511,605.828030481851
900,900,900,900,200,145.764902746497,626.789825507625
1000,900,900,900,200,146.609524730201,636.633154049612
1000,1000,900,900,200,147.129275488092,648.131956887543
1000,1000,1000,900,200,148.589372728854,662.114387174607
1000,1000,1000,1000,200,145.790059751431,696.499706077575
300,300,300,300,300,178.449550539453,256.519134771772
400,300,300,300,300,180.672899149235,262.187025038193
500,300,300,300,300,181.813654388813,263.891055440711
600,300,300,300,300,182.968008756458,265.026382983234
700,300,300,300,300,182.817304950495,265.660966931119
800,300,300,300,300,183.167508489089,266.239564825589
900,300,300,300,300,183.567018301122,266.741052682753
1000,300,300,300,300,183.77850708964,267.117684045081
400,400,300,300,300,183.232023045663,268.472266762808
500,400,300,300,300,184.332292746191,270.227179319291
600,400,300,300,300,185.083103246012,271.315771281508
700,400,300,300,300,185.424814103139,272.024668392919
800,400,300,300,300,185.767128740474,272.625129495272
900,400,300,300,300,186.108476695318,273.103168843725
1000,400,300,300,300,186.316584677937,273.51209516904
500,500,300,300,300,185.192221060115,272.010546048117
600,500,300,300,300,185.948473925646,273.002737937345
700,500,300,300,300,186.39379953583,273.791552371863
800,500,300,300,300,186.91353303588,274.379610557028
900,500,300,300,300,187.070469970268,274.860957112038
1000,500,300,300,300,187.556162471553,275.273538275941
600,600,300,300,300,186.665354643081,274.097982926256
700,600,300,300,300,187.226853796058,274.847611399684
800,600,300,300,300,187.550158809727,275.441341025951
900,600,300,300,300,187.673917690585,275.968685657926
1000,600,300,300,300,188.039213119837,276.327393167894
700,700,300,300,300,187.037194955558,275.893233317797
800,700,300,300,300,188.062067316933,276.191266942203
900,700,300,300,300,188.494549061301,276.680083280142
1000,700,300,300,300,188.616210344707,277.083742923972
800,800,300,300,300,188.40675599311,276.782565912256
900,800,300,300,300,71.8942392825538,280.676679153646
1000,800,300,300,300,72.8251486168757,284.962830855599
900,900,300,300,300,70.8862828307943,304.763701902585
1000,900,300,300,300,71.9365180154054,315.185029970531
1000,1000,300,300,300,70.9055321931312,338.656466091392
400,400,400,300,300,186.051974852779,275.618814028819
500,400,400,300,300,187.000111027709,277.456952968254
600,400,400,300,300,187.977494726591,278.522325834074
700,400,400,300,300,188.407171254342,279.289911807268
800,400,400,300,300,189.567065473581,279.936023401368
900,400,400,300,300,189.105822486181,280.373657178622
1000,400,400,300,300,189.386749226904,280.79078670242
500,500,400,300,300,188.261831535026,279.265202985625
600,500,400,300,300,188.965586445417,280.335060976905
700,500,400,300,300,189.146178352016,281.201485527063
800,500,400,300,300,190.001617038892,281.710271315096
900,500,400,300,300,190.225845003721,282.220819243005
1000,500,400,300,300,190.491373040764,282.611352710624
600,600,400,300,300,189.575413405322,281.417099872827
700,600,400,300,300,190.080454358442,282.199788509291
800,600,400,300,300,190.614796637808,282.784643735668
900,600,400,300,300,190.903481338655,283.269119907086
1000,600,400,300,300,191.113239733797,283.690075288844
700,700,400,300,300,190.684220414115,282.948911810315
800,700,400,300,300,191.153147841935,283.549704724146
900,700,400,300,300,191.448352113109,284.044246048747
1000,700,400,300,300,191.387652901368,284.562111905497
800,800,400,300,300,191.545805196293,284.153800781465
900,800,400,300,300,191.89240051252,284.644953818622
1000,800,400,300,300,191.778557189179,285.100290842793
900,900,400,300,300,70.9703468488882,304.766925549507
1000,900,400,300,300,71.9125992034312,315.187563162531
1000,1000,400,300,300,70.8909975371046,338.657168492635
500,500,500,300,300,188.452047170976,281.478607243795
600,500,500,300,300,190.15586697465,282.147478084736
700,500,500,300,300,190.549643339072,282.922976276813
800,500,500,300,300,190.991429781095,283.521064169712
900,500,500,300,300,190.103855843489,284.573837095314
1000,500,500,300,300,191.571106265778,284.437221331166
600,600,500,300,300,190.944163992506,283.229216959618
700,600,500,300,300,191.210499643345,284.007848558992
800,600,500,300,300,191.596208773854,284.61080312193
900,600,500,300,300,192.62280078754,285.523880043951
1000,600,500,300,300,192.150435736124,285.512191022
700,700,500,300,300,191.766184481675,284.78354984734
800,700,500,300,300,192.251081218089,285.370965802812
900,700,500,300,300,192.623728347444,285.889478747693
1000,700,500,300,300,192.92810098586,286.278756005683
800,800,500,300,300,192.116453850451,286.376985125474
900,800,500,300,300,115.589199387079,289.539789701225
1000,800,500,300,300,193.220366079743,286.874022770731
900,900,500,300,300,71.0329088538872,304.764461120539
1000,900,500,300,300,71.8231859216075,315.196325810457
1000,1000,500,300,300,70.9552973104034,338.66380844897
600,600,600,300,300,107.651067437638,309.069583576986
700,600,600,300,300,109.054031900781,317.503104916175
800,600,600,300,300,109.937320970752,320.737077702733
900,600,600,300,300,110.436372877997,322.741825977949
1000,600,600,300,300,111.09922172182,324.200664802399
700,700,600,300,300,110.686661546933,328.038755337006
800,700,600,300,300,111.637216880792,331.589088145423
900,700,600,300,300,112.420380483442,333.653866035062
1000,700,600,300,300,112.852448700459,335.176812371661
800,800,600,300,300,112.63771597035,335.097941523168
900,800,600,300,300,113.676783162256,337.211700422379
1000,800,600,300,300,113.928208678709,338.708139249842
900,900,600,300,300,114.855913934006,346.916870402253
1000,900,600,300,300,114.486792317905,341.048643291953
1000,1000,600,300,300,115.095355013221,342.390517125618
700,700,700,300,300,107.900589541807,361.480527624727
800,700,700,300,300,109.234808707827,370.525254903444
900,700,700,300,300,110.023489259574,374.209216210914
1000,700,700,300,300,110.701149100401,376.516223585299
800,800,700,300,300,110.658432709884,381.819040120942
900,800,700,300,300,111.571221962314,385.870378137015
1000,800,700,300,300,112.268128841125,388.298571450255
900,900,700,300,300,112.706918871551,390.282653608134
1000,900,700,300,300,113.290710068758,392.377032528
1000,1000,700,300,300,113.585923573006,396.514977340123
800,800,800,300,300,108.214049551414,413.732693617879
900,800,800,300,300,109.571889746556,423.331009932459
1000,800,800,300,300,109.94842039632,427.406305620594
900,900,800,300,300,110.402248532013,435.230096958993
1000,900,800,300,300,111.222115305513,439.797036163439
1000,1000,800,300,300,110.368385222713,447.629245115201
900,900,900,300,300,108.396777522982,465.774604483824
1000,900,900,300,300,109.162904743699,475.802776777292
1000,1000,900,300,300,110.250290052234,488.330523225673
1000,1000,1000,300,300,108.290133129148,517.576224226983
400,400,400,400,300,189.19234759926,287.076387092611
500,400,400,400,300,190.020561143909,292.664193442301
600,400,400,400,300,191.609144327614,287.29914031575
700,400,400,400,300,192.068485806914,290.8917526167
800,400,400,400,300,192.231955835883,288.509646722076
900,400,400,400,300,193.673397713609,289.666907479284
1000,400,400,400,300,192.059431300994,289.76316616845
500,500,400,400,300,191.612608979282,292.819165274985
600,500,400,400,300,192.54899217763,294.562962257333
700,500,400,400,300,148.960282132339,292.829258895999
800,500,400,400,300,149.561353436956,293.835983680173
900,500,400,400,300,149.887973237053,294.623378015893
1000,500,400,400,300,150.204401028078,295.274969770761
600,600,400,400,300,194.13726255331,294.060106274183
700,600,400,400,300,150.028587306157,295.166411073181
800,600,400,400,300,150.57112222748,296.178610180565
900,600,400,400,300,150.975151598477,296.967893694162
1000,600,400,400,300,151.393625959354,297.609822075345
700,700,400,400,300,195.030465088332,303.266464713524
800,700,400,400,300,151.265675520242,297.585935004142
900,700,400,400,300,151.581954380888,298.375002630347
1000,700,400,400,300,152.032315855314,299.021716155109
800,800,400,400,300,151.785457718275,298.60178687351
900,800,400,400,300,152.069993561463,299.388009576984
1000,800,400,400,300,152.331720417667,300.034048822235
900,900,400,400,300,70.9840279842528,304.768395454513
1000,900,400,400,300,71.9401412428328,315.187542395026
1000,1000,400,400,300,71.0342995276367,338.661762777594
500,500,500,400,300,147.970955900411,302.515144037165
600,500,500,400,300,150.023578974358,302.727636506604
700,500,500,400,300,151.189667902941,322.592549356065
800,500,500,400,300,151.382830951479,306.343828315525
900,500,500,400,300,152.673568495548,304.278653523466
1000,500,500,400,300,152.380913689699,305.945138010579
600,600,500,400,300,152.215093204603,303.521410068399
700,600,500,400,300,153.120850615222,304.99064172954
800,600,500,400,300,153.278086224813,305.599972504214
900,600,500,400,300,153.256620771101,306.850018648439
1000,600,500,400,300,154.146962607846,308.680021560217
700,700,500,400,300,152.980209326702,307.57665717908
800,700,500,400,300,153.481605219017,312.824546611652
900,700,500,400,300,153.987426350366,310.680984734357
1000,700,500,400,300,155.409182045523,370.978110389858
800,800,500,400,300,155.291091533056,308.733700979084
900,800,500,400,300,154.871819389466,309.293394954059
1000,800,500,400,300,155.504162029424,309.948070515022
900,900,500,400,300,155.474429740031,309.78868394002
1000,900,500,400,300,71.7509013522014,315.192523699502
1000,1000,500,400,300,71.0324253542419,338.664555529938
600,600,600,400,300,154.427286350926,315.528754558966
700,600,600,400,300,108.949126918901,317.500644718691
800,600,600,400,300,109.837050756158,320.735486765481
900,600,600,400,300,110.523186170154,322.747059238339
1000,600,600,400,300,110.984904259986,324.209512740264
700,700,600,400,300,110.710035100985,328.028637902623
800,700,600,400,300,111.667271104855,331.316691931281
900,700,600,400,300,112.312511657896,333.65155443999
1000,700,600,400,300,112.808746586289,335.175838787389
800,800,600,400,300,112.687511098352,335.621860202286
900,800,600,400,300,113.468260039325,337.374183017477
1000,800,600,400,300,113.983238629461,338.720460802614
900,900,600,400,300,113.992647284103,339.36847185281
1000,900,600,400,300,114.212155172354,340.40531149073
1000,1000,600,400,300,115.280027925317,342.35221884321
700,700,700,400,300,107.941340678444,361.484061476116
800,700,700,400,300,109.215475218387,370.526048268278
900,700,700,400,300,110.012301663126,374.211075542721
1000,700,700,400,300,110.661902509966,376.5191008559
800,800,700,400,300,110.315244496599,381.950116969442
900,800,700,400,300,111.62000983286,385.85083074002
1000,800,700,400,300,112.189337479702,388.302943764217
900,900,700,400,300,111.04185823197,390.311890038161
1000,900,700,400,300,113.300007241858,392.41392684995
1000,1000,700,400,300,113.863895759411,394.842656749098
800,800,800,400,300,108.215283760881,413.735897767334
900,800,800,400,300,109.086309295641,423.296359658847
1000,800,800,400,300,109.903889270789,427.404058261514
900,900,800,400,300,110.382055618652,435.229704528241
1000,900,800,400,300,111.360117554785,439.793525632906
1000,1000,800,400,300,112.288623125873,444.467597191686
900,900,900,400,300,108.301015502251,465.780348767448
1000,900,900,400,300,109.173897441014,475.792692804547
1000,1000,900,400,300,110.166046684374,488.28142455115
1000,1000,1000,400,300,108.272835831323,517.577481316966
500,500,500,500,300,144.226573848471,345.270247098366
600,500,500,500,300,145.83532434114,352.846963257472
700,500,500,500,300,146.622301556697,355.564192119279
800,500,500,500,300,147.279723676601,357.241791118899
900,500,500,500,300,147.889437066765,358.455323390581
1000,500,500,500,300,148.88138533409,359.557161981174
600,600,500,500,300,147.512156973679,361.602553572692
700,600,500,500,300,148.538342033325,364.460913565398
800,600,500,500,300,149.193538540713,366.196088945787
900,600,500,500,300,149.726039285628,367.4496842261
1000,600,500,500,300,150.043952357545,368.422830937078
700,700,500,500,300,149.670910912624,367.326774131788
800,700,500,500,300,150.249343745022,369.081849349603
900,700,500,500,300,150.724647829938,370.328252303895
1000,700,500,500,300,151.241241808308,371.309385764703
800,800,500,500,300,150.839022272975,370.811575542748
900,800,500,500,300,151.259132026765,372.095934035821
1000,800,500,500,300,151.851430081317,373.044353417709
900,900,500,500,300,151.869817100302,373.32167161239
1000,900,500,500,300,152.231737400083,374.303251909322
1000,1000,500,500,300,152.662460881988,375.279420654243
600,600,600,500,300,146.93528956601,373.097638742088
700,600,600,500,300,150.338379639438,375.479977388726
800,600,600,500,300,151.623162740891,377.39491935291
900,600,600,500,300,152.381715654576,378.866027715981
1000,600,600,500,300,152.51727875033,379.497276184028
700,700,600,500,300,152.319330400097,378.798461945691
800,700,600,500,300,152.837245245299,380.277947449334
900,700,600,500,300,153.335936271702,381.535047677891
1000,700,600,500,300,153.784421777999,382.569662599433
800,800,600,500,300,153.382117684461,382.079242294794
900,800,600,500,300,153.313763574744,383.567683013737
1000,800,600,500,300,154.383733207052,384.364078855136
900,900,600,500,300,154.36457848736,385.273230295124
1000,900,600,500,300,154.604187820721,385.667901287331
1000,1000,600,500,300,155.184295427916,386.676999477562
700,700,700,500,300,153.231643163442,383.773731015576
800,700,700,500,300,153.770504194334,383.519454279153
900,700,700,500,300,153.890158924189,384.23138235647
1000,700,700,500,300,155.264907925159,390.218612718394
800,800,700,500,300,155.320934880558,390.250700032094
900,800,700,500,300,154.949479102833,386.350941129837
1000,800,700,500,300,112.139458915826,388.301109377758
900,900,700,500,300,112.729096798197,390.424533569153
1000,900,700,500,300,111.564706619423,394.85304341905
1000,1000,700,500,300,113.668796079202,397.249581109185
800,800,800,500,300,108.199230170789,413.738060505918
900,800,800,500,300,109.279720751045,423.302125774925
1000,800,800,500,300,109.995685782727,427.411344955393
900,900,800,500,300,110.381807890066,435.247637097146
1000,900,800,500,300,111.518808874377,439.773834340989
1000,1000,800,500,300,110.863674189947,468.328424652007
900,900,900,500,300,108.389738424113,465.780168819796
1000,900,900,500,300,109.163934001463,475.796136438266
1000,1000,900,500,300,110.174926287678,488.278621476266
1000,1000,1000,500,300,108.402356774102,517.582793268236
600,600,600,600,300,144.915491077016,415.928813310284
700,600,600,600,300,146.220220585547,424.1965122884
800,600,600,600,300,147.004496486928,427.391883362723
900,600,600,600,300,147.588997885409,429.374273185402
1000,600,600,600,300,148.142537295075,430.817802724223
700,700,600,600,300,147.681222993781,433.782665350577
800,700,600,600,300,148.702150443118,437.165421012289
900,700,600,600,300,149.355735100433,439.242960906737
1000,700,600,600,300,149.809024601317,440.703835444603
800,800,600,600,300,149.657301354522,440.535197932545
900,800,600,600,300,150.23699698437,442.600150426289
1000,800,600,600,300,150.642624074632,444.092893422211
900,900,600,600,300,150.972428599116,444.669148423009
1000,900,600,600,300,150.701022523607,446.251001404002
1000,1000,600,600,300,151.847909310736,447.658677507587
700,700,700,600,300,149.952329499801,446.470020891239
800,700,700,600,300,150.626646461388,449.227761322756
900,700,700,600,300,151.357920002045,451.373135397956
1000,700,700,600,300,151.963542810531,452.937455013153
800,800,700,600,300,152.409264328076,455.261909123727
900,800,700,600,300,152.511846317654,455.137847400644
1000,800,700,600,300,152.820885087795,456.585764573572
900,900,700,600,300,153.270821064387,457.350581184007
1000,900,700,600,300,153.748471706333,458.737213391592
1000,1000,700,600,300,154.171668676961,459.97194522375
800,800,800,600,300,152.924637210041,456.437763987297
900,800,800,600,300,152.729631985687,463.589131379904
1000,800,800,600,300,152.364018280611,463.751249202124
900,900,800,600,300,154.594026967903,463.070688885995
1000,900,800,600,300,154.745161514922,464.484251166727
1000,1000,800,600,300,155.256279601772,464.488233043557
900,900,900,600,300,108.317377271262,465.784209970695
1000,900,900,600,300,109.153203213308,475.797231354784
1000,1000,900,600,300,110.286670472937,488.285298656788
1000,1000,1000,600,300,108.35729956779,517.585863987813
700,700,700,700,300,145.185988595892,486.452806366286
800,700,700,700,300,146.345648724628,495.333936261872
900,700,700,700,300,147.169611105017,498.951965869902
1000,700,700,700,300,147.780746183213,501.233382980165
800,800,700,700,300,147.725571518235,505.619637875454
900,800,700,700,300,148.575499232717,509.456229550419
1000,800,700,700,300,149.194875375773,511.834792766147
900,900,700,700,300,149.479563256808,513.339660620541
1000,900,700,700,300,150.230335804098,515.712968742915
1000,1000,700,700,300,150.801351912226,518.099007225822
800,800,800,700,300,149.188254225902,518.624449621908
900,800,800,700,300,150.322338088512,522.430724454294
1000,800,800,700,300,151.350303984766,525.429781206501
900,900,800,700,300,151.37169134256,526.694758923727
1000,900,800,700,300,152.313393523997,528.994413040056
1000,1000,800,700,300,152.770197138526,531.730671485037
900,900,900,700,300,152.450944137421,530.815510824142
1000,900,900,700,300,153.005219156344,533.399369107707
1000,1000,900,700,300,153.841896770915,535.736048021382
1000,1000,1000,700,300,155.580041384996,537.707565815631
800,800,800,800,300,145.498095416691,556.762130402184
900,800,800,800,300,146.40410527453,566.160030920362
1000,800,800,800,300,147.32917273746,570.190381641139
900,900,800,800,300,147.563702181553,577.036488593116
1000,900,800,800,300,148.571754642113,581.331223130927
1000,1000,800,800,300,149.33340253105,585.655291182991
900,900,900,800,300,148.810144613173,590.461316812187
1000,900,900,800,300,150.250797578516,595.045399527411
1000,1000,900,800,300,151.099651501061,599.880423185822
1000,1000,1000,800,300,151.972300277398,605.053841128576
900,900,900,900,300,145.610146611972,626.792583598092
1000,900,900,900,300,146.300024031734,636.690203252703
1000,1000,900,900,300,147.531579332569,648.012627951642
1000,1000,1000,900,300,148.612351314232,662.119522667862
1000,1000,1000,1000,300,145.804394780061,696.501777659267
400,400,400,400,400,180.265177739419,345.155449555467
500,400,400,400,400,182.005231523175,351.827677500976
600,400,400,400,400,182.905144197012,354.039192071169
700,400,400,400,400,183.640202096599,355.391866904262
800,400,400,400,400,184.297442192849,356.465351932472
900,400,400,400,400,184.368150621391,357.135397972646
1000,400,400,400,400,184.740874446925,357.767812955443
500,500,400,400,400,184.056232985922,359.2475719068
600,500,400,400,400,185.107464085035,361.545734066111
700,500,400,400,400,185.608788928806,362.924083131187
800,500,400,400,400,186.295229705223,363.92565851147
900,500,400,400,400,186.906164986311,364.881913178876
1000,500,400,400,400,186.882170699669,365.383757731816
600,600,400,400,400,186.125818348934,363.832416871411
700,600,400,400,400,186.739134209787,365.218599283799
800,600,400,400,400,187.182286598613,366.223873229281
900,600,400,400,400,187.409944066277,367.002598313556
1000,600,400,400,400,187.694459613425,367.637383123414
700,700,400,400,400,187.041154602693,366.630209476164
800,700,400,400,400,187.700572085206,367.608565575887
900,700,400,400,400,188.273917479863,368.392902342514
1000,700,400,400,400,188.887368311568,369.031092797749
800,800,400,400,400,188.40529900663,368.609713990922
900,800,400,400,400,188.698457870075,369.38953278739
1000,800,400,400,400,188.570911777565,370.518638138678
900,900,400,400,400,189.041235193032,370.193279872798
1000,900,400,400,400,189.391965045979,370.814023092412
1000,1000,400,400,400,189.711441214912,371.453143670224
500,500,500,400,400,186.544430881943,367.754290768878
600,500,500,400,400,186.709004910898,370.240081558277
700,500,500,400,400,188.15502492713,371.551695468385
800,500,500,400,400,189.022061332539,372.545594735101
900,500,500,400,400,189.125110961506,373.363811635057
1000,500,500,400,400,189.329205293566,374.015055344813
600,600,500,400,400,181.406477161648,384.490062452986
700,600,500,400,400,189.0331124265,373.927367300519
800,600,500,400,400,189.856672653108,375.018751015863
900,600,500,400,400,190.232817324193,375.769340826894
1000,600,500,400,400,190.651741299282,376.40372681051
700,700,500,400,400,189.887116012622,375.385438004349
800,700,500,400,400,189.738233294599,377.338831782248
900,700,500,400,400,190.838823804376,377.182940098972
1000,700,500,400,400,190.99133076205,377.826077165967
800,800,500,400,400,190.856746377555,377.402937763974
900,800,500,400,400,191.492963035076,378.192434949881
1000,800,500,400,400,191.695456464232,378.897846501442
900,900,500,400,400,191.981490601386,379.200735604873
1000,900,500,400,400,191.433768923326,379.653700653616
1000,1000,500,400,400,192.277471570569,380.299793159863
600,600,600,400,400,189.760480897485,374.934954660107
700,600,600,400,400,190.240651070545,376.32177766629
800,600,600,400,400,190.880898003569,377.347678328254
900,600,600,400,400,191.274380014151,378.140554045639
1000,600,600,400,400,191.632629377617,378.785772821866
700,700,600,400,400,190.093372883649,379.764951656658
800,700,600,400,400,191.421430106658,378.794518910609
900,700,600,400,400,191.806823688432,379.8408286563
1000,700,600,400,400,192.298330906886,380.222098448167
800,800,600,400,400,192.000329962522,379.797959171196
900,800,600,400,400,192.365440790916,380.598074078871
1000,800,600,400,400,192.812937258663,381.248061640132
900,900,600,400,400,192.690832469864,381.395069530107
1000,900,600,400,400,193.177889809397,382.085903194235
1000,1000,600,400,400,193.334521917086,382.690679961877
700,700,700,400,400,191.725145126709,379.191787542638
800,700,700,400,400,185.359155560026,382.182231756599
900,700,700,400,400,192.509043058826,380.999889117761
1000,700,700,400,400,194.032634734082,381.635156082878
800,800,700,400,400,109.977870482125,381.96541612761
900,800,700,400,400,112.018308656553,386.255317726287
1000,800,700,400,400,112.274987669515,388.303461121207
900,900,700,400,400,111.061845788272,390.980243588836
1000,900,700,400,400,113.241933413984,392.536494129779
1000,1000,700,400,400,113.78577128234,395.650424999904
800,800,800,400,400,108.284410040702,413.735148652073
900,800,800,400,400,109.236682506132,423.293938571824
1000,800,800,400,400,110.108377311558,427.407128042247
900,900,800,400,400,110.437574514104,435.259841218313
1000,900,800,400,400,111.391110308919,439.76450965478
1000,1000,800,400,400,110.129359160619,449.294192690796
900,900,900,400,400,108.322042648908,465.781951362391
1000,900,900,400,400,109.097684583416,475.791699761565
1000,1000,900,400,400,110.325814860539,488.295723751251
1000,1000,1000,400,400,108.306874442159,517.582024406152
500,500,500,500,400,189.311748162001,378.098821193538
600,500,500,500,400,189.630898933171,394.159223653931
700,500,500,500,400,190.619206206894,382.077976479611
800,500,500,500,400,192.483058067638,383.240373701801
900,500,500,500,400,192.492654225034,384.174408274953
1000,500,500,500,400,192.064191465191,384.182562437795
600,600,500,500,400,190.690276322801,384.723982696507
700,600,500,500,400,192.522728092476,384.507205391903
800,600,500,500,400,192.026610835719,385.580215254882
900,600,500,500,400,192.796088563831,386.847224065035
1000,600,500,500,400,193.658010575591,386.996831892058
700,700,500,500,400,192.265485213215,389.089178686334
800,700,500,500,400,193.551139983854,413.246451790936
900,700,500,500,400,193.131274652379,387.924645382311
1000,700,500,500,400,194.683776250226,389.540669522142
800,800,500,500,400,194.597969729031,388.361907407612
900,800,500,500,400,192.553149394293,393.628559168007
1000,800,500,500,400,196.230275698514,389.882514663759
900,900,500,500,400,195.307068930017,389.047600382607
1000,900,500,500,400,195.332095894263,390.513600203887
1000,1000,500,500,400,195.054381275026,391.366365511072
600,600,600,500,400,192.46769935728,386.755373699754
700,600,600,500,400,193.156562568549,389.447306559988
800,600,600,500,400,192.912479479622,394.256194224006
900,600,600,500,400,196.180117076594,389.35300134245
1000,600,600,500,400,194.848675465126,389.516546768265
700,700,600,500,400,195.216214919894,388.299391829666
800,700,600,500,400,194.469493923632,389.529453304307
900,700,600,500,400,196.729691763767,393.102352689715
1000,700,600,500,400,195.34185738082,390.990908931314
800,800,600,500,400,193.910169532351,395.86059333132
900,800,600,500,400,195.691372177893,391.382899679877
1000,800,600,500,400,193.927209957032,393.020990242052
900,900,600,500,400,196.019490193384,392.022549863492
1000,900,600,500,400,195.342320020332,398.068663763068
1000,1000,600,500,400,196.920322646997,393.500878984085
700,700,700,500,400,194.639617177723,392.319237077995
800,700,700,500,400,194.992207288231,396.573414542433
900,700,700,500,400,195.961292239965,391.838707617505
1000,700,700,500,400,197.033444443492,392.23200716862
800,800,700,500,400,195.904431504533,392.469634194413
900,800,700,500,400,196.426268053387,392.842392236335
1000,800,700,500,400,196.043603876503,400.819593513339
900,900,700,500,400,197.010899966821,393.570841588701
1000,900,700,500,400,196.849696559467,396.283106801559
1000,1000,700,500,400,113.74210981485,395.027117422737
800,800,800,500,400,196.642467230955,422.382296663425
900,800,800,500,400,109.127668801131,423.305373233241
1000,800,800,500,400,109.918875413487,427.41163195921
900,900,800,500,400,110.42309027407,435.28081174477
1000,900,800,500,400,111.022245848778,440.651100943032
1000,1000,800,500,400,112.401195948039,444.554026932048
900,900,900,500,400,108.267593131088,465.783509525545
1000,900,900,500,400,109.281338941993,475.791575582089
1000,1000,900,500,400,110.176551742549,488.270449723965
1000,1000,1000,500,400,108.449289736616,517.582826979752
600,600,600,600,400,144.937002191679,415.929667420239
700,600,600,600,400,146.669805214459,424.233636852169
800,600,600,600,400,147.151233735006,427.414086404355
900,600,600,600,400,147.705423040989,429.375690451872
1000,600,600,600,400,147.937528169347,430.837178455328
700,700,600,600,400,147.555646817073,433.792793419539
800,700,600,600,400,148.728282325403,437.165351732809
900,700,600,600,400,149.350823476852,439.214316143802
1000,700,600,600,400,149.865734908215,440.729325241422
800,800,600,600,400,149.725304592862,440.534101988479
900,800,600,600,400,150.303940030685,442.601407271169
1000,800,600,600,400,150.761250207755,444.095572488849
900,900,600,600,400,150.882207058212,444.699193803404
1000,900,600,600,400,151.373607410164,446.165175681175
1000,1000,600,600,400,151.857118539298,447.663783163332
700,700,700,600,400,149.719020945045,445.785292071848
800,700,700,600,400,150.631207239301,449.233905253061
900,700,700,600,400,151.346084813625,451.482187796914
1000,700,700,600,400,151.922888367624,452.805633142107
